user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,weekday,month
1086,2024-01-02 21:09:03.781260420,Snapchat,Social,21.21,2,6,False,Tuesday,1
1058,2024-01-02 21:52:45.455151717,Twitter,Social,8.03,1,5,False,Tuesday,1
1090,2024-01-02 22:36:27.129043014,Chrome,Utilities,27.75,1,4,False,Tuesday,1
1030,2024-01-02 23:20:08.802934311,Snapchat,Social,17.89,3,9,False,Tuesday,1
1050,2024-01-03 00:03:50.476825608,Facebook,Social,8.14,4,10,False,Wednesday,1
1054,2024-01-03 00:47:32.150716905,Chrome,Utilities,10.18,3,5,False,Wednesday,1
1001,2024-01-03 01:31:13.824608202,WhatsApp,Social,36.72,5,5,False,Wednesday,1
1021,2024-01-03 02:14:55.498499499,Evernote,Productivity,68.02,3,5,True,Wednesday,1
1039,2024-01-03 02:58:37.172390796,WhatsApp,Social,8.91,2,3,False,Wednesday,1
1001,2024-01-03 03:42:18.846282094,WhatsApp,Social,3.9,3,3,False,Wednesday,1
1076,2024-01-03 04:26:00.520173391,Instagram,Social,18.99,0,5,False,Wednesday,1
1037,2024-01-03 05:09:42.194064688,WhatsApp,Social,41.27,1,7,False,Wednesday,1
1069,2024-01-03 05:53:23.867955985,WhatsApp,Social,39.72,2,12,False,Wednesday,1
1032,2024-01-03 06:37:05.541847282,Instagram,Social,2.6,4,5,False,Wednesday,1
1068,2024-01-03 07:20:47.215738579,Twitch,Entertainment,53.45,3,6,False,Wednesday,1
1085,2024-01-03 08:04:28.889629876,TikTok,Entertainment,7.01,2,4,False,Wednesday,1
1029,2024-01-03 08:48:10.563521173,Weather,Utilities,43.36,2,6,False,Wednesday,1
1043,2024-01-03 09:31:52.237412470,Twitch,Entertainment,30.3,1,4,False,Wednesday,1
1011,2024-01-03 10:15:33.911303767,Chrome,Utilities,4.03,0,8,False,Wednesday,1
1007,2024-01-03 10:59:15.585195065,Weather,Utilities,37.65,3,4,False,Wednesday,1
1036,2024-01-03 11:42:57.259086362,Google Maps,Utilities,13.83,3,6,False,Wednesday,1
1049,2024-01-03 12:26:38.932977659,TikTok,Entertainment,9.84,2,12,False,Wednesday,1
1046,2024-01-03 13:10:20.606868956,Spotify,Entertainment,30.23,2,4,False,Wednesday,1
1096,2024-01-03 13:54:02.280760253,Weather,Utilities,20.25,2,4,False,Wednesday,1
1004,2024-01-03 14:37:43.954651550,Snapchat,Social,53.19,5,4,False,Wednesday,1
1003,2024-01-03 15:21:25.628542847,Camera,Utilities,21.09,4,3,False,Wednesday,1
1016,2024-01-03 16:05:07.302434144,Netflix,Entertainment,34.43,2,8,False,Wednesday,1
1046,2024-01-03 16:48:48.976325441,Facebook,Social,1.81,2,7,False,Wednesday,1
1031,2024-01-03 17:32:30.650216738,Microsoft Teams,Productivity,23.94,3,3,True,Wednesday,1
1086,2024-01-03 18:16:12.324108036,WhatsApp,Social,5.5,0,12,False,Wednesday,1
1042,2024-01-03 18:59:53.997999333,Weather,Utilities,3.66,4,3,False,Wednesday,1
1096,2024-01-03 19:43:35.671890630,Instagram,Social,49.78,1,4,False,Wednesday,1
1071,2024-01-03 20:27:17.345781927,Twitch,Entertainment,1.06,1,5,False,Wednesday,1
1023,2024-01-03 21:10:59.019673224,Google Maps,Utilities,45.77,2,2,False,Wednesday,1
1044,2024-01-03 21:54:40.693564521,Twitter,Social,29.9,0,6,False,Wednesday,1
1076,2024-01-03 22:38:22.367455818,Gmail,Utilities,59.13,0,3,False,Wednesday,1
1020,2024-01-03 23:22:04.041347115,Weather,Utilities,4.85,1,5,False,Wednesday,1
1047,2024-01-04 00:05:45.715238412,Camera,Utilities,20.25,2,5,False,Thursday,1
1005,2024-01-04 00:49:27.389129709,Google Maps,Utilities,38.76,1,4,False,Thursday,1
1055,2024-01-04 01:33:09.063021007,Twitter,Social,102.75,2,3,False,Thursday,1
1095,2024-01-04 02:16:50.736912304,Camera,Utilities,73.66,1,3,False,Thursday,1
1034,2024-01-04 03:00:32.410803601,Google Maps,Utilities,45.09,1,6,False,Thursday,1
1084,2024-01-04 03:44:14.084694898,Slack,Productivity,31.55,4,9,True,Thursday,1
1001,2024-01-04 04:27:55.758586195,Snapchat,Social,13.49,1,5,False,Thursday,1
1018,2024-01-04 05:11:37.432477492,Google Docs,Productivity,21.91,5,5,True,Thursday,1
1079,2024-01-04 05:55:19.106368789,Snapchat,Social,17.06,0,4,False,Thursday,1
1071,2024-01-04 06:39:00.780260086,TikTok,Entertainment,33.67,1,7,False,Thursday,1
1022,2024-01-04 07:22:42.454151383,Notion,Productivity,5.75,4,9,True,Thursday,1
1078,2024-01-04 08:06:24.128042680,Google Docs,Productivity,3.32,0,5,True,Thursday,1
1021,2024-01-04 08:50:05.801933978,Google Docs,Productivity,9.39,3,4,True,Thursday,1
1095,2024-01-04 09:33:47.475825275,Twitch,Entertainment,18.12,0,3,False,Thursday,1
1019,2024-01-04 10:17:29.149716572,Notion,Productivity,2.91,5,4,True,Thursday,1
1022,2024-01-04 11:01:10.823607869,Snapchat,Social,16.11,1,5,False,Thursday,1
1071,2024-01-04 11:44:52.497499166,Weather,Utilities,20.22,1,4,False,Thursday,1
1023,2024-01-04 12:28:34.171390463,Evernote,Productivity,24.14,3,4,True,Thursday,1
1034,2024-01-04 13:12:15.845281760,Google Maps,Utilities,0.67,0,3,False,Thursday,1
1020,2024-01-04 13:55:57.519173057,YouTube,Entertainment,37.65,0,5,False,Thursday,1
1017,2024-01-04 14:39:39.193064354,Microsoft Teams,Productivity,24.88,0,8,True,Thursday,1
1077,2024-01-04 15:23:20.866955651,Facebook,Social,25.82,2,2,False,Thursday,1
1068,2024-01-04 16:07:02.540846949,Microsoft Teams,Productivity,3.5,4,5,True,Thursday,1
1090,2024-01-04 16:50:44.214738246,Google Maps,Utilities,55.3,1,5,False,Thursday,1
1029,2024-01-04 17:34:25.888629543,Gmail,Utilities,28.41,1,6,False,Thursday,1
1057,2024-01-04 18:18:07.562520840,Microsoft Teams,Productivity,13.93,3,6,True,Thursday,1
1007,2024-01-04 19:01:49.236412137,Spotify,Entertainment,14.09,2,4,False,Thursday,1
1069,2024-01-04 19:45:30.910303434,Camera,Utilities,2.2,4,5,False,Thursday,1
1091,2024-01-04 20:29:12.584194731,Facebook,Social,47.31,1,8,False,Thursday,1
1072,2024-01-04 21:12:54.258086028,Camera,Utilities,6.15,3,7,False,Thursday,1
1054,2024-01-04 21:56:35.931977325,Spotify,Entertainment,4.7,2,4,False,Thursday,1
1081,2024-01-04 22:40:17.605868622,Slack,Productivity,61.13,1,3,True,Thursday,1
1095,2024-01-04 23:23:59.279759920,Evernote,Productivity,15.05,3,6,True,Thursday,1
1073,2024-01-05 00:07:40.953651217,Chrome,Utilities,39.93,1,9,False,Friday,1
1001,2024-01-05 00:51:22.627542514,Slack,Productivity,4.18,0,6,True,Friday,1
1025,2024-01-05 01:35:04.301433811,Spotify,Entertainment,25.36,1,3,False,Friday,1
1067,2024-01-05 02:18:45.975325108,YouTube,Entertainment,40.04,3,4,False,Friday,1
1099,2024-01-05 03:02:27.649216405,Twitch,Entertainment,8.92,3,2,False,Friday,1
1029,2024-01-05 03:46:09.323107702,Evernote,Productivity,9.01,2,4,True,Friday,1
1023,2024-01-05 04:29:50.996998999,Twitch,Entertainment,14.9,4,7,False,Friday,1
1005,2024-01-05 05:13:32.670890296,WhatsApp,Social,19.98,3,3,False,Friday,1
1045,2024-01-05 05:57:14.344781593,Notion,Productivity,12.25,0,3,True,Friday,1
1037,2024-01-05 06:40:56.018672891,Netflix,Entertainment,36.94,3,4,False,Friday,1
1007,2024-01-05 07:24:37.692564188,Weather,Utilities,22.17,5,5,False,Friday,1
1029,2024-01-05 08:08:19.366455485,Netflix,Entertainment,24.13,1,5,False,Friday,1
1026,2024-01-05 08:52:01.040346782,Camera,Utilities,5.21,3,7,False,Friday,1
1009,2024-01-05 09:35:42.714238079,Spotify,Entertainment,12.18,1,5,False,Friday,1
1021,2024-01-05 10:19:24.388129376,Chrome,Utilities,2.42,2,3,False,Friday,1
1076,2024-01-05 11:03:06.062020673,Twitch,Entertainment,19.55,3,8,False,Friday,1
1005,2024-01-05 11:46:47.735911970,Microsoft Teams,Productivity,67.2,1,3,True,Friday,1
1050,2024-01-05 12:30:29.409803267,Google Maps,Utilities,63.36,3,3,False,Friday,1
1065,2024-01-05 13:14:11.083694564,Camera,Utilities,93.37,3,4,False,Friday,1
1098,2024-01-05 13:57:52.757585861,WhatsApp,Social,36.46,2,5,False,Friday,1
1047,2024-01-05 14:41:34.431477159,Weather,Utilities,20.34,1,5,False,Friday,1
1066,2024-01-05 15:25:16.105368456,Weather,Utilities,60.67,1,5,False,Friday,1
1090,2024-01-05 16:08:57.779259753,Chrome,Utilities,22.23,0,4,False,Friday,1
1073,2024-01-05 16:52:39.453151050,Facebook,Social,11.81,2,1,False,Friday,1
1000,2024-01-05 17:36:21.127042347,WhatsApp,Social,90.65,1,2,False,Friday,1
1045,2024-01-05 18:20:02.800933644,Facebook,Social,12.73,2,5,False,Friday,1
1033,2024-01-05 19:03:44.474824941,Google Docs,Productivity,0.6,3,6,True,Friday,1
1050,2024-01-05 19:47:26.148716238,Chrome,Utilities,37.56,2,2,False,Friday,1
1079,2024-01-05 20:31:07.822607535,Netflix,Entertainment,19.16,1,5,False,Friday,1
1023,2024-01-05 21:14:49.496498832,Evernote,Productivity,29.16,1,5,True,Friday,1
1023,2024-01-05 21:58:31.170390130,YouTube,Entertainment,23.92,1,3,False,Friday,1
1053,2024-01-05 22:42:12.844281427,Weather,Utilities,6.34,6,5,False,Friday,1
1018,2024-01-05 23:25:54.518172724,TikTok,Entertainment,98.93,2,9,False,Friday,1
1079,2024-01-06 00:09:36.192064021,Twitter,Social,61.78,1,7,False,Saturday,1
1042,2024-01-06 00:53:17.865955318,Netflix,Entertainment,10.34,0,4,False,Saturday,1
1009,2024-01-06 01:36:59.539846615,Facebook,Social,168.18,1,7,False,Saturday,1
1008,2024-01-06 02:20:41.213737912,Slack,Productivity,15.97,3,9,True,Saturday,1
1026,2024-01-06 03:04:22.887629209,Evernote,Productivity,7.09,2,3,True,Saturday,1
1021,2024-01-06 03:48:04.561520506,Facebook,Social,12.26,4,1,False,Saturday,1
1056,2024-01-06 04:31:46.235411803,Microsoft Teams,Productivity,11.29,0,3,True,Saturday,1
1027,2024-01-06 05:15:27.909303101,Gmail,Utilities,1.91,2,7,False,Saturday,1
1062,2024-01-06 05:59:09.583194398,Gmail,Utilities,10.48,0,3,False,Saturday,1
1038,2024-01-06 06:42:51.257085695,Spotify,Entertainment,8.72,1,6,False,Saturday,1
1060,2024-01-06 07:26:32.930976992,Snapchat,Social,41.16,0,9,False,Saturday,1
1039,2024-01-06 08:10:14.604868289,WhatsApp,Social,9.11,2,1,False,Saturday,1
1025,2024-01-06 08:53:56.278759586,Camera,Utilities,1.87,2,7,False,Saturday,1
1097,2024-01-06 09:37:37.952650883,Snapchat,Social,60.32,0,6,False,Saturday,1
1094,2024-01-06 10:21:19.626542180,Snapchat,Social,18.48,1,5,False,Saturday,1
1067,2024-01-06 11:05:01.300433477,WhatsApp,Social,102.61,1,10,False,Saturday,1
1098,2024-01-06 11:48:42.974324774,Weather,Utilities,8.23,0,2,False,Saturday,1
1006,2024-01-06 12:32:24.648216072,WhatsApp,Social,11.89,3,6,False,Saturday,1
1096,2024-01-06 13:16:06.322107369,Camera,Utilities,45.32,2,3,False,Saturday,1
1094,2024-01-06 13:59:47.995998666,Instagram,Social,20.68,4,4,False,Saturday,1
1033,2024-01-06 14:43:29.669889963,Spotify,Entertainment,9.74,1,3,False,Saturday,1
1060,2024-01-06 15:27:11.343781260,Weather,Utilities,93.67,4,4,False,Saturday,1
1015,2024-01-06 16:10:53.017672557,Netflix,Entertainment,11.26,4,2,False,Saturday,1
1027,2024-01-06 16:54:34.691563854,Netflix,Entertainment,140.76,4,7,False,Saturday,1
1053,2024-01-06 17:38:16.365455151,Camera,Utilities,20.85,3,4,False,Saturday,1
1044,2024-01-06 18:21:58.039346448,Slack,Productivity,10.63,2,7,True,Saturday,1
1009,2024-01-06 19:05:39.713237745,Twitter,Social,37.12,0,9,False,Saturday,1
1002,2024-01-06 19:49:21.387129043,Chrome,Utilities,55.94,1,5,False,Saturday,1
1028,2024-01-06 20:33:03.061020340,Slack,Productivity,34.89,0,5,True,Saturday,1
1051,2024-01-06 21:16:44.734911637,Google Docs,Productivity,46.1,1,1,True,Saturday,1
1005,2024-01-06 22:00:26.408802934,Instagram,Social,23.57,4,5,False,Saturday,1
1000,2024-01-06 22:44:08.082694231,WhatsApp,Social,1.76,2,4,False,Saturday,1
1067,2024-01-06 23:27:49.756585528,Chrome,Utilities,0.4,5,5,False,Saturday,1
1066,2024-01-07 00:11:31.430476825,Slack,Productivity,24.03,3,6,True,Sunday,1
1036,2024-01-07 00:55:13.104368122,Microsoft Teams,Productivity,70.21,5,8,True,Sunday,1
1037,2024-01-07 01:38:54.778259419,Google Maps,Utilities,20.23,3,6,False,Sunday,1
1038,2024-01-07 02:22:36.452150716,YouTube,Entertainment,104.09,2,7,False,Sunday,1
1054,2024-01-07 03:06:18.126042014,Spotify,Entertainment,25.38,5,6,False,Sunday,1
1006,2024-01-07 03:49:59.799933311,Weather,Utilities,98.38,3,5,False,Sunday,1
1034,2024-01-07 04:33:41.473824608,Weather,Utilities,14.03,1,8,False,Sunday,1
1067,2024-01-07 05:17:23.147715905,WhatsApp,Social,115.62,0,5,False,Sunday,1
1010,2024-01-07 06:01:04.821607202,Google Docs,Productivity,18.83,0,3,True,Sunday,1
1028,2024-01-07 06:44:46.495498499,Slack,Productivity,4.67,1,4,True,Sunday,1
1091,2024-01-07 07:28:28.169389796,Twitch,Entertainment,0.73,2,5,False,Sunday,1
1037,2024-01-07 08:12:09.843281093,Camera,Utilities,84.58,2,6,False,Sunday,1
1046,2024-01-07 08:55:51.517172390,Facebook,Social,13.48,2,3,False,Sunday,1
1065,2024-01-07 09:39:33.191063687,Google Docs,Productivity,26.59,1,8,True,Sunday,1
1016,2024-01-07 10:23:14.864954985,Twitch,Entertainment,19.05,0,6,False,Sunday,1
1016,2024-01-07 11:06:56.538846282,Microsoft Teams,Productivity,24.89,2,4,True,Sunday,1
1061,2024-01-07 11:50:38.212737579,WhatsApp,Social,64.9,2,5,False,Sunday,1
1035,2024-01-07 12:34:19.886628876,Instagram,Social,29.11,1,6,False,Sunday,1
1080,2024-01-07 13:18:01.560520173,Microsoft Teams,Productivity,12.71,2,3,True,Sunday,1
1080,2024-01-07 14:01:43.234411470,Google Docs,Productivity,13.14,1,4,True,Sunday,1
1036,2024-01-07 14:45:24.908302767,Google Docs,Productivity,15.77,1,3,True,Sunday,1
1048,2024-01-07 15:29:06.582194064,Weather,Utilities,28.27,1,7,False,Sunday,1
1038,2024-01-07 16:12:48.256085361,Evernote,Productivity,86.53,2,5,True,Sunday,1
1006,2024-01-07 16:56:29.929976658,Google Docs,Productivity,10.97,2,7,True,Sunday,1
1009,2024-01-07 17:40:11.603867956,Microsoft Teams,Productivity,1.37,4,5,True,Sunday,1
1099,2024-01-07 18:23:53.277759253,Spotify,Entertainment,26.75,4,4,False,Sunday,1
1073,2024-01-07 19:07:34.951650550,Weather,Utilities,33.81,2,4,False,Sunday,1
1021,2024-01-07 19:51:16.625541847,Twitter,Social,40.08,3,7,False,Sunday,1
1009,2024-01-07 20:34:58.299433144,Snapchat,Social,3.75,0,4,False,Sunday,1
1034,2024-01-07 21:18:39.973324441,Gmail,Utilities,1.94,2,3,False,Sunday,1
1022,2024-01-07 22:02:21.647215738,Twitter,Social,36.58,1,3,False,Sunday,1
1035,2024-01-07 22:46:03.321107035,Google Docs,Productivity,15.2,1,3,True,Sunday,1
1084,2024-01-07 23:29:44.994998332,Slack,Productivity,23.53,6,5,True,Sunday,1
1073,2024-01-08 00:13:26.668889629,Google Maps,Utilities,50.97,1,7,False,Monday,1
1085,2024-01-08 00:57:08.342780927,Gmail,Utilities,133.09,1,5,False,Monday,1
1080,2024-01-08 01:40:50.016672224,Twitter,Social,18.63,4,3,False,Monday,1
1008,2024-01-08 02:24:31.690563521,Google Maps,Utilities,10.45,2,5,False,Monday,1
1073,2024-01-08 03:08:13.364454818,Snapchat,Social,46.14,1,8,False,Monday,1
1093,2024-01-08 03:51:55.038346115,Microsoft Teams,Productivity,21.48,2,6,True,Monday,1
1075,2024-01-08 04:35:36.712237412,Twitter,Social,35.75,3,9,False,Monday,1
1024,2024-01-08 05:19:18.386128709,Camera,Utilities,45.54,1,5,False,Monday,1
1100,2024-01-08 06:03:00.060020006,WhatsApp,Social,88.65,2,6,False,Monday,1
1051,2024-01-08 06:46:41.733911303,Gmail,Utilities,15.36,0,4,False,Monday,1
1007,2024-01-08 07:30:23.407802600,Weather,Utilities,17.22,3,5,False,Monday,1
1090,2024-01-08 08:14:05.081693898,Gmail,Utilities,6.9,0,8,False,Monday,1
1064,2024-01-08 08:57:46.755585195,Netflix,Entertainment,6.53,0,10,False,Monday,1
1001,2024-01-08 09:41:28.429476492,Microsoft Teams,Productivity,40.75,2,3,True,Monday,1
1099,2024-01-08 10:25:10.103367789,Gmail,Utilities,86.93,2,5,False,Monday,1
1088,2024-01-08 11:08:51.777259086,Snapchat,Social,65.85,1,8,False,Monday,1
1091,2024-01-08 11:52:33.451150383,Camera,Utilities,39.69,3,6,False,Monday,1
1005,2024-01-08 12:36:15.125041680,Google Docs,Productivity,70.22,4,3,True,Monday,1
1036,2024-01-08 13:19:56.798932977,WhatsApp,Social,20.34,2,4,False,Monday,1
1097,2024-01-08 14:03:38.472824274,Weather,Utilities,12.75,2,6,False,Monday,1
1021,2024-01-08 14:47:20.146715571,Snapchat,Social,10.58,2,8,False,Monday,1
1090,2024-01-08 15:31:01.820606869,Twitch,Entertainment,2.61,5,5,False,Monday,1
1081,2024-01-08 16:14:43.494498166,Facebook,Social,21.22,1,7,False,Monday,1
1099,2024-01-08 16:58:25.168389463,Gmail,Utilities,7.25,4,8,False,Monday,1
1056,2024-01-08 17:42:06.842280760,Google Docs,Productivity,21.36,2,3,True,Monday,1
1032,2024-01-08 18:25:48.516172057,Google Docs,Productivity,32.69,1,5,True,Monday,1
1063,2024-01-08 19:09:30.190063354,Notion,Productivity,4.3,1,5,True,Monday,1
1091,2024-01-08 19:53:11.863954651,Slack,Productivity,10.17,2,4,True,Monday,1
1059,2024-01-08 20:36:53.537845948,Facebook,Social,11.35,2,2,False,Monday,1
1026,2024-01-08 21:20:35.211737245,Google Maps,Utilities,11.11,2,3,False,Monday,1
1015,2024-01-08 22:04:16.885628542,YouTube,Entertainment,71.7,1,4,False,Monday,1
1076,2024-01-08 22:47:58.559519840,YouTube,Entertainment,0.64,2,7,False,Monday,1
1092,2024-01-08 23:31:40.233411137,Slack,Productivity,23.31,2,7,True,Monday,1
1014,2024-01-09 00:15:21.907302434,Microsoft Teams,Productivity,15.22,2,4,True,Tuesday,1
1078,2024-01-09 00:59:03.581193731,Instagram,Social,24.1,2,3,False,Tuesday,1
1100,2024-01-09 01:42:45.255085028,Gmail,Utilities,31.75,1,9,False,Tuesday,1
1077,2024-01-09 02:26:26.928976325,Google Maps,Utilities,21.66,2,4,False,Tuesday,1
1012,2024-01-09 03:10:08.602867622,Snapchat,Social,37.59,2,3,False,Tuesday,1
1079,2024-01-09 03:53:50.276758919,Netflix,Entertainment,3.23,2,2,False,Tuesday,1
1056,2024-01-09 04:37:31.950650216,Google Maps,Utilities,21.67,1,6,False,Tuesday,1
1014,2024-01-09 05:21:13.624541513,Instagram,Social,5.92,4,8,False,Tuesday,1
1044,2024-01-09 06:04:55.298432811,Chrome,Utilities,18.79,3,3,False,Tuesday,1
1015,2024-01-09 06:48:36.972324108,Facebook,Social,8.31,0,3,False,Tuesday,1
1066,2024-01-09 07:32:18.646215405,Gmail,Utilities,54.89,1,4,False,Tuesday,1
1023,2024-01-09 08:16:00.320106702,Evernote,Productivity,24.51,3,7,True,Tuesday,1
1079,2024-01-09 08:59:41.993997999,Twitch,Entertainment,4.19,1,3,False,Tuesday,1
1022,2024-01-09 09:43:23.667889296,Instagram,Social,16.68,1,1,False,Tuesday,1
1060,2024-01-09 10:27:05.341780593,TikTok,Entertainment,1.11,2,4,False,Tuesday,1
1056,2024-01-09 11:10:47.015671890,Google Docs,Productivity,76.96,2,2,True,Tuesday,1
1086,2024-01-09 11:54:28.689563187,Instagram,Social,15.6,2,8,False,Tuesday,1
1006,2024-01-09 12:38:10.363454484,Gmail,Utilities,44.21,2,7,False,Tuesday,1
1042,2024-01-09 13:21:52.037345782,Instagram,Social,29.46,3,8,False,Tuesday,1
1066,2024-01-09 14:05:33.711237079,Twitter,Social,6.08,1,8,False,Tuesday,1
1005,2024-01-09 14:49:15.385128376,Evernote,Productivity,50.26,0,7,True,Tuesday,1
1015,2024-01-09 15:32:57.059019673,Twitter,Social,63.15,0,4,False,Tuesday,1
1042,2024-01-09 16:16:38.732910970,Notion,Productivity,54.07,3,2,True,Tuesday,1
1011,2024-01-09 17:00:20.406802267,WhatsApp,Social,38.14,2,3,False,Tuesday,1
1008,2024-01-09 17:44:02.080693564,Gmail,Utilities,1.98,3,2,False,Tuesday,1
1073,2024-01-09 18:27:43.754584861,Notion,Productivity,3.77,1,4,True,Tuesday,1
1065,2024-01-09 19:11:25.428476158,Microsoft Teams,Productivity,46.15,2,5,True,Tuesday,1
1041,2024-01-09 19:55:07.102367455,Evernote,Productivity,2.65,1,2,True,Tuesday,1
1055,2024-01-09 20:38:48.776258753,YouTube,Entertainment,12.8,2,8,False,Tuesday,1
1002,2024-01-09 21:22:30.450150050,Microsoft Teams,Productivity,34.7,0,2,True,Tuesday,1
1003,2024-01-09 22:06:12.124041347,Spotify,Entertainment,3.36,1,3,False,Tuesday,1
1068,2024-01-09 22:49:53.797932644,YouTube,Entertainment,14.13,0,1,False,Tuesday,1
